1609E: rating=2400, count=50
611E: rating=2400, count=2
513G2: rating=2400, count=2
418C: rating=2400, count=2
407D: rating=2700, count=2
367D: rating=2400, count=2
331D3: rating=3000, count=2
331D1: rating=2400, count=2
297D: rating=2500, count=2
273D: rating=2400, count=2
198E: rating=2400, count=2
185D: rating=2600, count=2
175D: rating=2400, count=2
164D: rating=3100, count=2
173D: rating=2500, count=2
145D: rating=2900, count=2
142D: rating=2600, count=2
121D: rating=2500, count=2
117D: rating=2500, count=2
107D: rating=2400, count=2
97D: rating=2700, count=2
97C: rating=2400, count=2
86E: rating=2700, count=2
85E: rating=2600, count=2
83C: rating=2400, count=2
74D: rating=2400, count=2
74E: rating=2800, count=2
73E: rating=2400, count=2
67E: rating=2500, count=2
60E: rating=2600, count=2
46G: rating=2500, count=2
42E: rating=2700, count=2
39K: rating=2600, count=2
39I: rating=2500, count=2
39G: rating=2400, count=2
864F: rating=2700, count=2
621D: rating=2400, count=2
798D: rating=2400, count=2
1867F: rating=2700, count=2
28E: rating=2800, count=2
77E: rating=2800, count=2
800E: rating=3200, count=2
57E: rating=3000, count=2
1218B: rating=3000, count=2
1773C: rating=3500, count=2
993F: rating=3200, count=2
1761G: rating=3500, count=2
1750H: rating=3500, count=2
1573D: rating=2500, count=2
1471E: rating=2500, count=2
213E: rating=2700, count=2
119E: rating=2400, count=2
176D: rating=2500, count=2
737D: rating=2500, count=2
30D: rating=2600, count=2
618E: rating=2500, count=2
674C: rating=2400, count=2
887D: rating=2400, count=2
135D: rating=2500, count=2
277C: rating=2400, count=2
1230F: rating=2400, count=2
625D: rating=2400, count=2
383B: rating=2500, count=2
668C: rating=2400, count=2
1167G: rating=3100, count=2
1156G: rating=2700, count=2
2C: rating=2600, count=2
811E: rating=2600, count=2
912C: rating=2500, count=2
749E: rating=2400, count=2
740E: rating=2500, count=2
733E: rating=2400, count=2
571C: rating=2500, count=2
1863H: rating=3500, count=2
674D: rating=2900, count=2
1781H1: rating=3200, count=2
1781H2: rating=3500, count=2
299D: rating=2700, count=2
152D: rating=2600, count=2
1687F: rating=3500, count=2
533F: rating=2400, count=2
958E3: rating=2700, count=2
1079F: rating=2400, count=2
1210D: rating=2400, count=2
919F: rating=2600, count=2
382E: rating=2600, count=2
1425C: rating=3100, count=2
1075F: rating=2400, count=2
1291E: rating=2400, count=2
871D: rating=2700, count=2
480E: rating=2800, count=2
1184C3: rating=3200, count=2
501E: rating=2500, count=2
1090C: rating=2400, count=2
1068F: rating=2600, count=2
1071E: rating=3500, count=2
528E: rating=3100, count=2
457F: rating=3200, count=2
819C: rating=2900, count=2
567F: rating=2400, count=2
1220G: rating=3400, count=2
183E: rating=2900, count=2
68E: rating=2900, count=2
767E: rating=2400, count=2
1575M: rating=2400, count=2
295E: rating=2500, count=2
603D: rating=2900, count=2
163D: rating=2900, count=2
786D: rating=3400, count=2
865F: rating=3300, count=2
737F: rating=3300, count=2
901E: rating=3300, count=2
1081H: rating=3500, count=2
925D: rating=2600, count=2
1038F: rating=2900, count=2
698C: rating=2400, count=2
212D: rating=2500, count=2
375C: rating=2600, count=2
317E: rating=3100, count=2
657D: rating=2800, count=2
663D: rating=3100, count=2
908F: rating=2400, count=2
690E2: rating=2600, count=2
962G: rating=2800, count=2
359E: rating=2400, count=2
982F: rating=2700, count=2
837G: rating=2500, count=2
1831F: rating=2800, count=2
1184D2: rating=3100, count=2
1600A: rating=2600, count=2
1861F: rating=3200, count=2
889D: rating=2900, count=2
331E1: rating=2900, count=2
417E: rating=2400, count=2
497D: rating=2900, count=2
1223G: rating=3200, count=2
201E: rating=2600, count=2
1581F: rating=2900, count=2
845F: rating=2500, count=2
625E: rating=2800, count=2
1189F: rating=2500, count=2
772E: rating=3200, count=2
958F3: rating=2600, count=2
1784D: rating=2400, count=2
332E: rating=2400, count=2
1781G: rating=3200, count=2
360C: rating=2500, count=2
856C: rating=2400, count=2
261E: rating=2800, count=2
1488I: rating=3100, count=1
1488H: rating=2800, count=1
1488G: rating=2500, count=1
1431H: rating=2600, count=1
1441E: rating=3400, count=1
1441D: rating=3000, count=1
1441B: rating=2400, count=1
1441C: rating=2800, count=1
1346H: rating=2700, count=1
1211I: rating=3000, count=1
1211H: rating=3100, count=1
1211G: rating=2500, count=1
866F: rating=3300, count=1
866C: rating=2400, count=1
855D: rating=2500, count=1
847L: rating=2400, count=1
852A: rating=2500, count=1
717I: rating=2800, count=1
717H: rating=2400, count=1
695C: rating=2600, count=1
695F: rating=3000, count=1
695E: rating=3100, count=1
695D: rating=2800, count=1
695B: rating=2600, count=1
695A: rating=2400, count=1
562C: rating=3200, count=1
562G: rating=2600, count=1
562E: rating=2500, count=1
541D: rating=2600, count=1
541A: rating=2400, count=1
541E: rating=2600, count=1
532A: rating=3000, count=1
532D: rating=3000, count=1
532F: rating=2400, count=1
472E: rating=2800, count=1
458D: rating=2700, count=1
442E: rating=3100, count=1
379E: rating=2500, count=1
329C: rating=2400, count=1
331D2: rating=2600, count=1
331C3: rating=2500, count=1
331C2: rating=2400, count=1
308D: rating=2700, count=1
217C: rating=2600, count=1
211D: rating=2500, count=1
198C: rating=2400, count=1
161C: rating=2400, count=1
161E: rating=2500, count=1
156E: rating=3000, count=1
113E: rating=2700, count=1
107C: rating=2400, count=1
97A: rating=2400, count=1
89D: rating=2500, count=1
87E: rating=2600, count=1
82E: rating=2600, count=1
60D: rating=2500, count=1
51E: rating=2400, count=1
45F: rating=2500, count=1
608E: rating=2500, count=1
1864I: rating=3500, count=1
1868F: rating=3500, count=1
1855E: rating=2500, count=1
1855F: rating=3000, count=1
1423A: rating=3500, count=1
1423D: rating=3100, count=1
65E: rating=2900, count=1
1746G: rating=3500, count=1
1649F: rating=2800, count=1
1573E: rating=2700, count=1
1573F: rating=2800, count=1
1561F: rating=2600, count=1
1529F: rating=2500, count=1
75E: rating=2400, count=1
1484F: rating=2400, count=1
1501F: rating=2900, count=1
1501E: rating=2600, count=1
1480E: rating=2500, count=1
1465F: rating=3000, count=1
1315F: rating=2800, count=1
1445E: rating=2500, count=1
1321F: rating=2500, count=1
1293F: rating=2700, count=1
1362F: rating=2500, count=1
105D: rating=2700, count=1
471E: rating=2700, count=1
434C: rating=2500, count=1
555D: rating=2500, count=1
605C: rating=2400, count=1
1265F: rating=2600, count=1
1243E: rating=2400, count=1
1241F: rating=2600, count=1
91E: rating=2500, count=1
152E: rating=2500, count=1
594B: rating=2500, count=1
794D: rating=2400, count=1
525D: rating=2400, count=1
1206E: rating=2400, count=1
1206F: rating=2700, count=1
676E: rating=2400, count=1
705D: rating=2500, count=1
764E: rating=2600, count=1
745E: rating=2400, count=1
349E: rating=2500, count=1
84E: rating=2400, count=1
761F: rating=2600, count=1
760F: rating=2400, count=1
447E: rating=2400, count=1
350D: rating=2400, count=1
142E: rating=3000, count=1
220D: rating=2500, count=1
438C: rating=2500, count=1
883L: rating=2500, count=1
674E: rating=2700, count=1
816E: rating=2400, count=1
907F: rating=2700, count=1
918E: rating=2900, count=1
194E: rating=2400, count=1
1090F: rating=2600, count=1
934E: rating=2700, count=1
267C: rating=2700, count=1
1013F: rating=2800, count=1
380E: rating=2600, count=1
380D: rating=2500, count=1
380B: rating=2400, count=1
1189D2: rating=2500, count=1
1104E: rating=2700, count=1
1546E: rating=2800, count=1
1248D2: rating=2500, count=1
154E: rating=3000, count=1
128E: rating=2900, count=1
1668F: rating=2900, count=1
730F: rating=3100, count=1
420E: rating=2600, count=1
274C: rating=2600, count=1
1340E: rating=3000, count=1
1090G: rating=2500, count=1
1280F: rating=3400, count=1
853E: rating=3400, count=1
1045F: rating=3400, count=1
771F: rating=3300, count=1
949F: rating=3300, count=1
536E: rating=3100, count=1
833C: rating=2700, count=1
994F: rating=2500, count=1
1084F: rating=2900, count=1
956F: rating=3200, count=1
425E: rating=2500, count=1
1045A: rating=2500, count=1
1578C: rating=3500, count=1
582C: rating=2400, count=1
887E: rating=2800, count=1
838F: rating=2800, count=1
1686E: rating=2600, count=1
1345E: rating=2600, count=1
534E: rating=2400, count=1
1287F: rating=3100, count=1
1070M: rating=3000, count=1
1071D: rating=2800, count=1
987F: rating=2500, count=1
256D: rating=2700, count=1
298E: rating=2400, count=1
1602F: rating=2700, count=1
1585E: rating=2400, count=1
1863I: rating=3500, count=1
223D: rating=3000, count=1
111E: rating=2900, count=1
32E: rating=2400, count=1
31E: rating=2400, count=1
29E: rating=2400, count=1
26E: rating=2400, count=1
1776E: rating=3500, count=1
1773L: rating=3500, count=1
1782H2: rating=3500, count=1
504D: rating=2700, count=1
1446E: rating=3500, count=1
424E: rating=2500, count=1
374E: rating=2600, count=1
581E: rating=2800, count=1
370E: rating=2500, count=1
286D: rating=2600, count=1
781E: rating=2700, count=1
832C: rating=2500, count=1
736C: rating=2500, count=1
566G: rating=2500, count=1
958A3: rating=3100, count=1
1016G: rating=2700, count=1
989E: rating=2700, count=1
923D: rating=2500, count=1
922F: rating=2400, count=1
955E: rating=2900, count=1
1210E: rating=2700, count=1
1025E: rating=2700, count=1
887F: rating=2500, count=1
1089M: rating=2400, count=1
867E: rating=2400, count=1
1384F: rating=2800, count=1
780H: rating=3100, count=1
729F: rating=2500, count=1
690A3: rating=2400, count=1
1482F: rating=2400, count=1
690F2: rating=2700, count=1
925F: rating=3100, count=1
1089D: rating=3100, count=1
1375I: rating=3500, count=1
720C: rating=3100, count=1
1089B: rating=3200, count=1
1113F: rating=2400, count=1
759D: rating=2400, count=1
409I: rating=2400, count=1
290F: rating=2800, count=1
290E: rating=2500, count=1
952F: rating=2400, count=1
1827F: rating=3500, count=1
634E: rating=2600, count=1
1482H: rating=3400, count=1
1341E: rating=2400, count=1
542D: rating=2600, count=1
1045J: rating=2600, count=1
796F: rating=2800, count=1
774G: rating=2700, count=1
183D: rating=2700, count=1
303D: rating=2600, count=1
138D: rating=2500, count=1
93E: rating=2600, count=1
472F: rating=2700, count=1
753C: rating=2500, count=1
645G: rating=3200, count=1
1581D: rating=2600, count=1
220E: rating=2400, count=1
736E: rating=2900, count=1
147B: rating=2500, count=1
754E: rating=2600, count=1
229E: rating=2600, count=1
802L: rating=2400, count=1
198D: rating=2700, count=1
1571H: rating=2900, count=1
1571J: rating=3000, count=1
1571I: rating=3200, count=1
1678F: rating=2500, count=1
1047E: rating=2700, count=1
354B: rating=2400, count=1
91D: rating=2600, count=1
62E: rating=2700, count=1
303C: rating=2400, count=1
101911L: rating=2500, count=1
1836D: rating=2500, count=1
